dataset,model,scenario,k_mad,n_runs,n_reference_anomalies,threshold,n_detected_mean,n_detected_std,Precision_mean,Precision_std,Recall_mean,Recall_std,F1_mean,F1_std,Specificity_mean,FalsePositiveRate_mean,BalancedAccuracy_mean,metric_status,baseline_F1_mean,baseline_FalsePositiveRate_mean,F1_change_vs_baseline,FalsePositiveRate_change_vs_baseline
cholera,XGBoost,injected_5pct,5.0,10,4,481.95977733029815,24.4,4.087922591134904,0.1683452920004644,0.029546452944152445,1.0,0.0,0.2872021235542141,0.04285523214089956,0.745,0.255,0.8724999999999999,applicable,0.20581896756479554,0.38875,0.08138315598941856,-0.13374999999999998
cholera,XGBoost,proxy_robust_z,2.0,10,0,249.78795236293848,41.7,0.48304589153964833,,,,,,,0.5035714285714286,0.49642857142857144,,not_applicable_no_positive_reference,,0.4654761904761905,,0.030952380952380953
cholera,XGBoost,proxy_robust_z,2.5,10,0,288.4832565241651,41.4,0.5163977794943244,,,,,,,0.5071428571428571,0.4928571428571429,,not_applicable_no_positive_reference,,0.4654761904761905,,0.027380952380952395
cholera,XGBoost,proxy_robust_z,3.0,10,0,327.17856068539174,40.8,0.6324555320336755,,,,,,,0.5142857142857142,0.48571428571428565,,not_applicable_no_positive_reference,,0.4654761904761905,,0.020238095238095166
cholera,XGBoost,proxy_robust_z,3.5,10,0,365.8738648466183,39.1,1.7288403306519924,,,,,,,0.5345238095238095,0.4654761904761905,,not_applicable_no_positive_reference,,0.4654761904761905,,0.0
cholera,XGBoost,proxy_robust_z,4.0,10,0,404.56916900784495,37.3,2.162817093001111,,,,,,,0.555952380952381,0.4440476190476191,,not_applicable_no_positive_reference,,0.4654761904761905,,-0.021428571428571408
cholera,XGBoost,proxy_robust_z,4.5,10,0,443.2644731690715,33.4,4.526465385804788,,,,,,,0.6023809523809524,0.39761904761904765,,not_applicable_no_positive_reference,,0.4654761904761905,,-0.06785714285714284
cholera,XGBoost,proxy_robust_z,5.0,10,0,481.95977733029815,27.7,6.147266781984404,,,,,,,0.6702380952380953,0.3297619047619048,,not_applicable_no_positive_reference,,0.4654761904761905,,-0.13571428571428568
electricity,ARIMA,injected_10pct,2.0,1,4,0.3173657237998295,11.0,,0.36363636363636365,,1.0,,0.5333333333333333,,0.8157894736842105,0.18421052631578946,0.9078947368421053,applicable,0.6666666666666666,0.10526315789473684,-0.1333333333333333,0.07894736842105263
electricity,ARIMA,injected_10pct,2.5,1,4,0.36845741349517,10.0,,0.4,,1.0,,0.5714285714285714,,0.8421052631578947,0.15789473684210525,0.9210526315789473,applicable,0.6666666666666666,0.10526315789473684,-0.09523809523809523,0.05263157894736842
electricity,ARIMA,injected_10pct,3.0,1,4,0.41954910319051064,8.0,,0.5,,1.0,,0.6666666666666666,,0.8947368421052632,0.10526315789473684,0.9473684210526316,applicable,0.6666666666666666,0.10526315789473684,0.0,0.0
electricity,ARIMA,injected_10pct,3.5,1,4,0.47064079288585126,8.0,,0.5,,1.0,,0.6666666666666666,,0.8947368421052632,0.10526315789473684,0.9473684210526316,applicable,0.6666666666666666,0.10526315789473684,0.0,0.0
electricity,ARIMA,injected_10pct,4.0,1,4,0.5217324825811918,8.0,,0.5,,1.0,,0.6666666666666666,,0.8947368421052632,0.10526315789473684,0.9473684210526316,applicable,0.6666666666666666,0.10526315789473684,0.0,0.0
electricity,ARIMA,injected_10pct,4.5,1,4,0.5728241722765324,8.0,,0.5,,1.0,,0.6666666666666666,,0.8947368421052632,0.10526315789473684,0.9473684210526316,applicable,0.6666666666666666,0.10526315789473684,0.0,0.0
electricity,ARIMA,injected_10pct,5.0,1,4,0.6239158619718729,8.0,,0.5,,1.0,,0.6666666666666666,,0.8947368421052632,0.10526315789473684,0.9473684210526316,applicable,0.6666666666666666,0.10526315789473684,0.0,0.0
electricity,ARIMA,injected_5pct,2.0,1,2,0.3173657237998295,6.0,,0.3333333333333333,,1.0,,0.5,,0.9,0.1,0.95,applicable,0.6666666666666666,0.05,-0.16666666666666663,0.05
electricity,ARIMA,injected_5pct,2.5,1,2,0.36845741349517,5.0,,0.4,,1.0,,0.5714285714285714,,0.925,0.075,0.9625,applicable,0.6666666666666666,0.05,-0.09523809523809523,0.024999999999999994
electricity,ARIMA,injected_5pct,3.0,1,2,0.41954910319051064,4.0,,0.5,,1.0,,0.6666666666666666,,0.95,0.05,0.975,applicable,0.6666666666666666,0.05,0.0,0.0
electricity,ARIMA,injected_5pct,3.5,1,2,0.47064079288585126,4.0,,0.5,,1.0,,0.6666666666666666,,0.95,0.05,0.975,applicable,0.6666666666666666,0.05,0.0,0.0
electricity,ARIMA,injected_5pct,4.0,1,2,0.5217324825811918,3.0,,0.6666666666666666,,1.0,,0.8,,0.975,0.025,0.9875,applicable,0.6666666666666666,0.05,0.13333333333333341,-0.025
electricity,ARIMA,injected_5pct,4.5,1,2,0.5728241722765324,3.0,,0.6666666666666666,,1.0,,0.8,,0.975,0.025,0.9875,applicable,0.6666666666666666,0.05,0.13333333333333341,-0.025
electricity,ARIMA,injected_5pct,5.0,1,2,0.6239158619718729,3.0,,0.6666666666666666,,1.0,,0.8,,0.975,0.025,0.9875,applicable,0.6666666666666666,0.05,0.13333333333333341,-0.025
electricity,ARIMA,proxy_robust_z,2.0,1,0,0.3173657237998295,2.0,,,,,,,,0.9523809523809523,0.047619047619047616,,not_applicable_no_positive_reference,,0.0,,0.047619047619047616
electricity,ARIMA,proxy_robust_z,2.5,1,0,0.36845741349517,1.0,,,,,,,,0.9761904761904762,0.023809523809523808,,not_applicable_no_positive_reference,,0.0,,0.023809523809523808
electricity,ARIMA,proxy_robust_z,3.0,1,0,0.41954910319051064,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
electricity,ARIMA,proxy_robust_z,3.5,1,0,0.47064079288585126,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
electricity,ARIMA,proxy_robust_z,4.0,1,0,0.5217324825811918,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
electricity,ARIMA,proxy_robust_z,4.5,1,0,0.5728241722765324,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
electricity,ARIMA,proxy_robust_z,5.0,1,0,0.6239158619718729,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
electricity,LSTM,injected_10pct,2.0,10,4,0.22997050803899738,14.8,1.1352924243950935,0.271679594914889,0.02050002360232147,1.0,0.0,0.4269084475895621,0.025393884539480716,0.7157894736842105,0.28421052631578947,0.8578947368421053,applicable,0.7381818181818182,0.0763157894736842,-0.31127337059225607,0.20789473684210527
electricity,LSTM,injected_10pct,2.5,10,4,0.2657781354710456,11.0,1.4907119849998596,0.3698212898212898,0.05100981268328063,1.0,0.0,0.5381469510881276,0.05398737282696036,0.8157894736842106,0.18421052631578946,0.9078947368421053,applicable,0.7381818181818182,0.0763157894736842,-0.20003486709369056,0.10789473684210527
electricity,LSTM,injected_10pct,3.0,10,4,0.3015857629030939,8.3,0.8232726023485646,0.48650793650793644,0.05144125303613219,1.0,0.0,0.6531468531468532,0.04554311694151958,0.8868421052631579,0.1131578947368421,0.9434210526315789,applicable,0.7381818181818182,0.0763157894736842,-0.085034965034965,0.0368421052631579
electricity,LSTM,injected_10pct,3.5,10,4,0.3373933903351422,6.9,0.8755950357709131,0.588095238095238,0.07364292514071136,1.0,0.0,0.7381818181818182,0.05867634948059175,0.9236842105263158,0.0763157894736842,0.9618421052631578,applicable,0.7381818181818182,0.0763157894736842,0.0,0.0
electricity,LSTM,injected_10pct,4.0,10,4,0.37320101776719045,6.1,0.7378647873726221,0.6647619047619047,0.08348663148483303,1.0,0.0,0.795959595959596,0.05916736063700685,0.9447368421052632,0.055263157894736833,0.9723684210526315,applicable,0.7381818181818182,0.0763157894736842,0.05777777777777782,-0.021052631578947364
electricity,LSTM,injected_10pct,4.5,10,4,0.4090086451992387,5.2,0.9189365834726815,0.7904761904761906,0.13617530533033156,1.0,0.0,0.877171717171717,0.0851408569669098,0.968421052631579,0.031578947368421054,0.9842105263157895,applicable,0.7381818181818182,0.0763157894736842,0.13898989898989889,-0.044736842105263144
electricity,LSTM,injected_10pct,5.0,10,4,0.444816272631287,4.6,0.6992058987801011,0.8866666666666667,0.1259041375485804,1.0,0.0,0.9355555555555556,0.07291688712488716,0.9842105263157895,0.015789473684210527,0.9921052631578947,applicable,0.7381818181818182,0.0763157894736842,0.19737373737373742,-0.06052631578947367
electricity,LSTM,injected_5pct,2.0,10,2,0.22997050803899738,11.1,1.3703203194062978,0.18285936285936286,0.024233628813302887,1.0,0.0,0.30855144855144856,0.03419680423428,0.7725,0.22749999999999998,0.8862500000000001,applicable,0.7333333333333333,0.0375,-0.4247818847818847,0.18999999999999997
electricity,LSTM,injected_5pct,2.5,10,2,0.2657781354710456,6.8,0.9189365834726815,0.2995238095238095,0.04501896243904265,1.0,0.0,0.4593650793650793,0.0516636255359778,0.8800000000000001,0.12,0.9400000000000001,applicable,0.7333333333333333,0.0375,-0.27396825396825397,0.08249999999999999
electricity,LSTM,injected_5pct,3.0,10,2,0.3015857629030939,4.6,0.9660917830792958,0.4533333333333333,0.10086049527031303,1.0,0.0,0.618095238095238,0.09246764055746505,0.9349999999999999,0.065,0.9675,applicable,0.7333333333333333,0.0375,-0.11523809523809525,0.027500000000000004
electricity,LSTM,injected_5pct,3.5,10,2,0.3373933903351422,3.5,0.5270462766947299,0.5833333333333333,0.08784104611578829,1.0,0.0,0.7333333333333333,0.07027283689263072,0.9625,0.0375,0.98125,applicable,0.7333333333333333,0.0375,0.0,0.0
electricity,LSTM,injected_5pct,4.0,10,2,0.37320101776719045,3.1,0.31622776601683794,0.65,0.05270462766947298,1.0,0.0,0.7866666666666667,0.042163702135578414,0.9724999999999999,0.027500000000000004,0.9862500000000001,applicable,0.7333333333333333,0.0375,0.053333333333333455,-0.009999999999999995
electricity,LSTM,injected_5pct,4.5,10,2,0.4090086451992387,2.8,0.42163702135578385,0.7333333333333333,0.1405456737852613,1.0,0.0,0.8400000000000001,0.08432740427115677,0.9800000000000001,0.02,0.99,applicable,0.7333333333333333,0.0375,0.1066666666666668,-0.017499999999999998
electricity,LSTM,injected_5pct,5.0,10,2,0.444816272631287,2.5,0.5270462766947297,0.8333333333333333,0.17568209223157666,1.0,0.0,0.9,0.10540925533894598,0.9875,0.0125,0.99375,applicable,0.7333333333333333,0.0375,0.16666666666666674,-0.024999999999999998
electricity,LSTM,proxy_robust_z,2.0,10,0,0.22997050803899738,4.0,0.816496580927726,,,,,,,0.9047619047619048,0.09523809523809523,,not_applicable_no_positive_reference,,0.023809523809523808,,0.07142857142857142
electricity,LSTM,proxy_robust_z,2.5,10,0,0.2657781354710456,2.2,0.7888106377466155,,,,,,,0.9476190476190476,0.052380952380952375,,not_applicable_no_positive_reference,,0.023809523809523808,,0.028571428571428567
electricity,LSTM,proxy_robust_z,3.0,10,0,0.3015857629030939,1.4,0.5163977794943222,,,,,,,0.9666666666666666,0.03333333333333333,,not_applicable_no_positive_reference,,0.023809523809523808,,0.009523809523809525
electricity,LSTM,proxy_robust_z,3.5,10,0,0.3373933903351422,1.0,0.0,,,,,,,0.976190476190476,0.023809523809523808,,not_applicable_no_positive_reference,,0.023809523809523808,,0.0
electricity,LSTM,proxy_robust_z,4.0,10,0,0.37320101776719045,1.0,0.0,,,,,,,0.976190476190476,0.023809523809523808,,not_applicable_no_positive_reference,,0.023809523809523808,,0.0
electricity,LSTM,proxy_robust_z,4.5,10,0,0.4090086451992387,0.8,0.4216370213557839,,,,,,,0.980952380952381,0.019047619047619046,,not_applicable_no_positive_reference,,0.023809523809523808,,-0.004761904761904762
electricity,LSTM,proxy_robust_z,5.0,10,0,0.444816272631287,0.5,0.5270462766947299,,,,,,,0.9880952380952381,0.011904761904761904,,not_applicable_no_positive_reference,,0.023809523809523808,,-0.011904761904761904
electricity,NFGA-Core,injected_10pct,2.0,10,4,0.19223053592720896,23.4,4.195235392680606,0.17845549941202116,0.0476170885090167,1.0,0.0,0.30056155595539225,0.0633299953270293,0.4894736842105263,0.5105263157894737,0.7447368421052631,applicable,0.40370528817587636,0.32368421052631574,-0.10314373222048412,0.18684210526315798
electricity,NFGA-Core,injected_10pct,2.5,10,4,0.22188598446647917,21.7,4.321779468896785,0.19361908267171427,0.05354586649540958,1.0,0.0,0.3216094260562027,0.0697701313752685,0.5342105263157895,0.46578947368421053,0.7671052631578947,applicable,0.40370528817587636,0.32368421052631574,-0.08209586211967368,0.1421052631578948
electricity,NFGA-Core,injected_10pct,3.0,10,4,0.2515414330057494,19.7,4.522781838156198,0.2142802107630483,0.055896329424358314,1.0,0.0,0.34990324217926205,0.07322261720040572,0.5868421052631578,0.4131578947368421,0.7934210526315789,applicable,0.40370528817587636,0.32368421052631574,-0.05380204599661431,0.08947368421052637
electricity,NFGA-Core,injected_10pct,3.5,10,4,0.2811968815450196,16.3,3.2335051500740732,0.25499000999001,0.05467229913418537,1.0,0.0,0.40370528817587636,0.06781116674036641,0.6763157894736842,0.32368421052631574,0.8381578947368421,applicable,0.40370528817587636,0.32368421052631574,0.0,0.0
electricity,NFGA-Core,injected_10pct,4.0,10,4,0.3108523300842898,13.1,2.601281735350223,0.3172495804848746,0.06775340281320537,1.0,0.0,0.4781628656860855,0.0761585123536265,0.7605263157894737,0.23947368421052628,0.8802631578947369,applicable,0.40370528817587636,0.32368421052631574,0.07445757751020915,-0.08421052631578946
electricity,NFGA-Core,injected_10pct,4.5,10,4,0.34050777862356,12.4,2.3664319132398464,0.3348068598068598,0.07309823682473716,1.0,0.0,0.49781021180401985,0.0781680444240392,0.7789473684210526,0.22105263157894733,0.8894736842105264,applicable,0.40370528817587636,0.32368421052631574,0.09410492362814349,-0.10263157894736841
electricity,NFGA-Core,injected_10pct,5.0,10,4,0.37016322716283023,10.7,2.359378449224852,0.38982128982128983,0.08190670971716227,1.0,0.0,0.5564426904364985,0.08538283413137258,0.8236842105263158,0.1763157894736842,0.9118421052631579,applicable,0.40370528817587636,0.32368421052631574,0.15273740226062216,-0.14736842105263154
electricity,NFGA-Core,injected_5pct,2.0,10,2,0.19223053592720896,10.9,1.7919573407620815,0.18807303807303807,0.031119099376760943,1.0,0.0,0.3155644355644356,0.04400958067953439,0.7775,0.2225,0.8887499999999999,applicable,0.46539682539682536,0.12,-0.14983238983238978,0.10250000000000001
electricity,NFGA-Core,injected_5pct,2.5,10,2,0.22188598446647917,9.3,1.7029386365926402,0.22160173160173163,0.04007334779221472,1.0,0.0,0.3612210012210012,0.053674672980411904,0.8175000000000001,0.1825,0.9087500000000001,applicable,0.46539682539682536,0.12,-0.10417582417582416,0.0625
electricity,NFGA-Core,injected_5pct,3.0,10,2,0.2515414330057494,7.7,1.4944341180973264,0.2688095238095238,0.05234626878022175,1.0,0.0,0.42131313131313136,0.06482412806410863,0.8574999999999999,0.14250000000000002,0.92875,applicable,0.46539682539682536,0.12,-0.044083694083694,0.02250000000000002
electricity,NFGA-Core,injected_5pct,3.5,10,2,0.2811968815450196,6.8,1.4757295747452437,0.3059523809523809,0.06252487537222624,1.0,0.0,0.46539682539682536,0.07329828063513164,0.8800000000000001,0.12,0.9400000000000001,applicable,0.46539682539682536,0.12,0.0,0.0
electricity,NFGA-Core,injected_5pct,4.0,10,2,0.3108523300842898,5.9,1.1972189997378648,0.359047619047619,0.11340489492964372,1.0,0.0,0.5204761904761905,0.10549805491172362,0.9025000000000001,0.0975,0.9512499999999999,applicable,0.46539682539682536,0.12,0.05507936507936517,-0.022499999999999992
electricity,NFGA-Core,injected_5pct,4.5,10,2,0.34050777862356,5.4,1.0749676997731399,0.38857142857142857,0.10574812366588893,1.0,0.0,0.553015873015873,0.09740394419463314,0.915,0.08499999999999999,0.9574999999999999,applicable,0.46539682539682536,0.12,0.0876190476190476,-0.035
electricity,NFGA-Core,injected_5pct,5.0,10,2,0.37016322716283023,5.3,1.1595018087284057,0.3985714285714286,0.11151965706916603,1.0,0.0,0.5625396825396825,0.10384721740144194,0.9175000000000001,0.08249999999999999,0.95875,applicable,0.46539682539682536,0.12,0.09714285714285709,-0.037500000000000006
electricity,NFGA-Core,proxy_robust_z,2.0,10,0,0.19223053592720896,8.4,1.8378731669453627,,,,,,,0.8,0.2,,not_applicable_no_positive_reference,,0.09523809523809523,,0.10476190476190478
electricity,NFGA-Core,proxy_robust_z,2.5,10,0,0.22188598446647917,7.1,1.9692073983655907,,,,,,,0.830952380952381,0.16904761904761906,,not_applicable_no_positive_reference,,0.09523809523809523,,0.07380952380952382
electricity,NFGA-Core,proxy_robust_z,3.0,10,0,0.2515414330057494,4.9,1.728840330651992,,,,,,,0.8833333333333334,0.11666666666666665,,not_applicable_no_positive_reference,,0.09523809523809523,,0.021428571428571422
electricity,NFGA-Core,proxy_robust_z,3.5,10,0,0.2811968815450196,4.0,1.9436506316151,,,,,,,0.9047619047619048,0.09523809523809523,,not_applicable_no_positive_reference,,0.09523809523809523,,0.0
electricity,NFGA-Core,proxy_robust_z,4.0,10,0,0.3108523300842898,2.1,0.875595035770913,,,,,,,0.95,0.05,,not_applicable_no_positive_reference,,0.09523809523809523,,-0.04523809523809523
electricity,NFGA-Core,proxy_robust_z,4.5,10,0,0.34050777862356,1.2,0.42163702135578396,,,,,,,0.9714285714285713,0.02857142857142857,,not_applicable_no_positive_reference,,0.09523809523809523,,-0.06666666666666667
electricity,NFGA-Core,proxy_robust_z,5.0,10,0,0.37016322716283023,1.0,0.0,,,,,,,0.976190476190476,0.023809523809523808,,not_applicable_no_positive_reference,,0.09523809523809523,,-0.07142857142857142
electricity,NFGA-LINEAR,injected_10pct,2.0,10,4,0.28595759037385376,14.2,1.8135294011647256,0.2861384693737635,0.03905380474037629,1.0,0.0,0.44369207332055627,0.04632442719410491,0.7315789473684211,0.26842105263157895,0.8657894736842107,applicable,0.6315018315018315,0.12368421052631577,-0.1878097581812752,0.14473684210526316
electricity,NFGA-LINEAR,injected_10pct,2.5,10,4,0.3332961574370696,11.8,1.1352924243950933,0.34176490176490176,0.03234087164871894,1.0,0.0,0.5086461251167134,0.035961848627742286,0.7947368421052632,0.20526315789473681,0.8973684210526315,applicable,0.6315018315018315,0.12368421052631577,-0.12285570638511811,0.08157894736842104
electricity,NFGA-LINEAR,injected_10pct,3.0,10,4,0.38063472450028546,9.8,1.0327955589886446,0.41222222222222216,0.0433349160837889,1.0,0.0,0.5826007326007325,0.043190059747419414,0.8473684210526315,0.1526315789473684,0.9236842105263158,applicable,0.6315018315018315,0.12368421052631577,-0.04890109890109895,0.028947368421052624
electricity,NFGA-LINEAR,injected_10pct,3.5,10,4,0.42797329156350133,8.7,0.6749485577105532,0.4622222222222222,0.035214412811865825,1.0,0.0,0.6315018315018315,0.03308890781138815,0.8763157894736843,0.12368421052631577,0.9381578947368421,applicable,0.6315018315018315,0.12368421052631577,0.0,0.0
electricity,NFGA-LINEAR,injected_10pct,4.0,10,4,0.4753118586267172,8.4,0.5163977794943222,0.47777777777777775,0.02868876552746236,1.0,0.0,0.6461538461538462,0.026481937409965208,0.8842105263157896,0.11578947368421053,0.9421052631578949,applicable,0.6315018315018315,0.12368421052631577,0.014652014652014711,-0.007894736842105246
electricity,NFGA-LINEAR,injected_10pct,4.5,10,4,0.522650425689933,7.8,0.6324555320336759,0.5166666666666667,0.05270462766947298,1.0,0.0,0.6799999999999999,0.04216370213557841,0.9,0.1,0.95,applicable,0.6315018315018315,0.12368421052631577,0.04849816849816846,-0.023684210526315766
electricity,NFGA-LINEAR,injected_10pct,5.0,10,4,0.5699889927531488,7.7,0.6749485577105528,0.5238095238095238,0.0549857399228215,1.0,0.0,0.686060606060606,0.044334114664550194,0.9026315789473685,0.09736842105263158,0.9513157894736842,applicable,0.6315018315018315,0.12368421052631577,0.05455877455877456,-0.026315789473684195
electricity,NFGA-LINEAR,injected_5pct,2.0,10,2,0.28595759037385376,8.3,1.0593499054713802,0.2452380952380952,0.03745045157499765,1.0,0.0,0.3926262626262626,0.046386627516184796,0.8424999999999999,0.1575,0.92125,applicable,0.6476190476190476,0.05500000000000001,-0.25499278499278505,0.1025
electricity,NFGA-LINEAR,injected_5pct,2.5,10,2,0.3332961574370696,6.5,1.0801234497346435,0.3157142857142857,0.05423835305205111,1.0,0.0,0.4776190476190476,0.061872871992253185,0.8875,0.1125,0.94375,applicable,0.6476190476190476,0.05500000000000001,-0.17000000000000004,0.057499999999999996
electricity,NFGA-LINEAR,injected_5pct,3.0,10,2,0.38063472450028546,4.4,0.6992058987801009,0.4633333333333334,0.06176418715416576,1.0,0.0,0.6309523809523809,0.060702613257056955,0.9400000000000001,0.06,0.97,applicable,0.6476190476190476,0.05500000000000001,-0.01666666666666672,0.0049999999999999906
electricity,NFGA-LINEAR,injected_5pct,3.5,10,2,0.42797329156350133,4.2,0.42163702135578396,0.48,0.04216370213557838,1.0,0.0,0.6476190476190476,0.04015590679578893,0.945,0.05500000000000001,0.9724999999999999,applicable,0.6476190476190476,0.05500000000000001,0.0,0.0
electricity,NFGA-LINEAR,injected_5pct,4.0,10,2,0.4753118586267172,3.8,0.4216370213557839,0.5333333333333333,0.07027283689263061,1.0,0.0,0.6933333333333334,0.056218269514104545,0.9549999999999998,0.045,0.9775,applicable,0.6476190476190476,0.05500000000000001,0.04571428571428571,-0.010000000000000009
electricity,NFGA-LINEAR,injected_5pct,4.5,10,2,0.522650425689933,3.7,0.48304589153964794,0.55,0.08050764858994129,1.0,0.0,0.7066666666666667,0.0644061188719531,0.9574999999999999,0.0425,0.97875,applicable,0.6476190476190476,0.05500000000000001,0.059047619047619015,-0.012500000000000004
electricity,NFGA-LINEAR,injected_5pct,5.0,10,2,0.5699889927531488,3.2,0.42163702135578385,0.6333333333333333,0.07027283689263063,1.0,0.0,0.7733333333333333,0.056218269514104545,0.97,0.030000000000000006,0.985,applicable,0.6476190476190476,0.05500000000000001,0.12571428571428567,-0.025
electricity,NFGA-LINEAR,proxy_robust_z,2.0,10,0,0.28595759037385376,3.6,0.8432740427115677,,,,,,,0.9142857142857143,0.08571428571428572,,not_applicable_no_positive_reference,,0.0,,0.08571428571428572
electricity,NFGA-LINEAR,proxy_robust_z,2.5,10,0,0.3332961574370696,1.2,0.6324555320336759,,,,,,,0.9714285714285713,0.02857142857142857,,not_applicable_no_positive_reference,,0.0,,0.02857142857142857
electricity,NFGA-LINEAR,proxy_robust_z,3.0,10,0,0.38063472450028546,0.0,0.0,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
electricity,NFGA-LINEAR,proxy_robust_z,3.5,10,0,0.42797329156350133,0.0,0.0,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
electricity,NFGA-LINEAR,proxy_robust_z,4.0,10,0,0.4753118586267172,0.0,0.0,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
electricity,NFGA-LINEAR,proxy_robust_z,4.5,10,0,0.522650425689933,0.0,0.0,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
