dataset,model,model_type,seed,scenario,n_eval,K,training_time_sec,mean_inference_latency_sec,model_size_bytes,generations_ran,final_objective,threshold,mean_max_membership,mean_membership,RMSE,MAE,sMAPE,R2,R2_manual,n_reference_anomalies,n_detected,Precision,Recall,F1,metric_status
electricity,NFGA-LINEAR,linear,33,forecast_original,42,7,1.1505410059999122,0.0001281113331753572,1904,40,0.5174186604620072,0.4279732915635018,0.2193828562758646,0.142857142857106,0.14528851513542915,0.11237891254144479,12.023876359942918,0.6094283285216484,0.6094283285216484,0,0,,,,forecast_only
electricity,NFGA-LINEAR,linear,33,injected_5pct,42,7,1.1505410059999122,0.00013130076186349644,1904,40,0.5174186604620072,0.4279732915635018,0.2296180478841165,0.1428571428571015,,,,,,2,4,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,33,injected_10pct,42,7,1.1505410059999122,0.00010979964290094184,1904,40,0.5174186604620072,0.4279732915635018,0.2609600380079129,0.14285714285708082,,,,,,4,9,0.4444444444444444,1.0,0.6153846153846154,applicable
electricity,NFGA-LINEAR,linear,33,proxy_robust_z,42,7,1.1505410059999122,0.00012543676201035158,1904,40,0.5174186604620072,0.4279732915635018,0.2193828562758646,0.142857142857106,,,,,,0,0,,,,not_applicable_no_positive_reference
electricity,NFGA-LINEAR,linear,44,forecast_original,42,8,1.1468362750001688,7.979009528536976e-05,2176,40,0.5280977712107511,0.4279732915635018,0.17409729966046023,0.12499999999997682,0.1441728283335275,0.10941843270466377,11.560263583141694,0.6154037843293199,0.6154037843293199,0,0,,,,forecast_only
electricity,NFGA-LINEAR,linear,44,injected_5pct,42,8,1.1468362750001688,6.837764286025223e-05,2176,40,0.5280977712107511,0.4279732915635018,0.1947505860640824,0.12499999999997302,,,,,,2,4,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,44,injected_10pct,42,8,1.1468362750001688,6.918378563741932e-05,2176,40,0.5280977712107511,0.4279732915635018,0.22050606173587853,0.12499999999996725,,,,,,4,10,0.4,1.0,0.5714285714285714,applicable
electricity,NFGA-LINEAR,linear,44,proxy_robust_z,42,8,1.1468362750001688,6.758909527585881e-05,2176,40,0.5280977712107511,0.4279732915635018,0.17409729966046023,0.12499999999997682,,,,,,0,0,,,,not_applicable_no_positive_reference
electricity,NFGA-LINEAR,linear,55,forecast_original,42,8,0.8013330140001926,7.173659531915854e-05,2176,40,0.5265057082984901,0.4279732915635018,0.16658003460409276,0.12499999999997678,0.14731534383546244,0.11186869294228546,12.0463572120116,0.5984550787520739,0.5984550787520739,0,0,,,,forecast_only
electricity,NFGA-LINEAR,linear,55,injected_5pct,42,8,0.8013330140001926,7.518871427150553e-05,2176,40,0.5265057082984901,0.4279732915635018,0.17805936124262334,0.1249999999999736,,,,,,2,4,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,55,injected_10pct,42,8,0.8013330140001926,7.837385716075438e-05,2176,40,0.5265057082984901,0.4279732915635018,0.23097997226929762,0.12499999999996052,,,,,,4,8,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,55,proxy_robust_z,42,8,0.8013330140001926,6.777190483695623e-05,2176,40,0.5265057082984901,0.4279732915635018,0.16658003460409276,0.12499999999997678,,,,,,0,0,,,,not_applicable_no_positive_reference
electricity,NFGA-LINEAR,linear,66,forecast_original,42,6,0.8393065499994918,7.250845244146018e-05,1632,40,0.5298284814060493,0.4279732915635018,0.2148552968753133,0.16666666666661817,0.15230641273439824,0.11455019796634498,12.217168356670362,0.570785338598059,0.570785338598059,0,0,,,,forecast_only
electricity,NFGA-LINEAR,linear,66,injected_5pct,42,6,0.8393065499994918,8.371869047810574e-05,1632,40,0.5298284814060493,0.4279732915635018,0.23664003461963007,0.166666666666605,,,,,,2,4,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,66,injected_10pct,42,6,0.8393065499994918,7.208245246407127e-05,1632,40,0.5298284814060493,0.4279732915635018,0.2527933931603335,0.16666666666658106,,,,,,4,8,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,66,proxy_robust_z,42,6,0.8393065499994918,7.317407140102919e-05,1632,40,0.5298284814060493,0.4279732915635018,0.2148552968753133,0.16666666666661817,,,,,,0,0,,,,not_applicable_no_positive_reference
electricity,NFGA-LINEAR,linear,77,forecast_original,42,6,0.8195752540004833,8.061495245350497e-05,1632,40,0.5223100847721684,0.4279732915635018,0.27092560177393643,0.16666666666660696,0.14580407850618732,0.1121498343934623,12.080830500979998,0.6066514851757634,0.6066514851757634,0,0,,,,forecast_only
electricity,NFGA-LINEAR,linear,77,injected_5pct,42,6,0.8195752540004833,6.318092855075346e-05,1632,40,0.5223100847721684,0.4279732915635018,0.3081394965084465,0.16666666666659383,,,,,,2,4,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,77,injected_10pct,42,6,0.8195752540004833,9.128533329636585e-05,1632,40,0.5223100847721684,0.4279732915635018,0.2997262778489769,0.16666666666655455,,,,,,4,9,0.4444444444444444,1.0,0.6153846153846154,applicable
electricity,NFGA-LINEAR,linear,77,proxy_robust_z,42,6,0.8195752540004833,7.495611910036089e-05,1632,40,0.5223100847721684,0.4279732915635018,0.27092560177393643,0.16666666666660696,,,,,,0,0,,,,not_applicable_no_positive_reference
electricity,NFGA-LINEAR,linear,88,forecast_original,42,7,0.7958329449993471,8.647952377248744e-05,1904,40,0.5157666271278388,0.4279732915635018,0.2641092138885136,0.14285714285709913,0.14513608107292283,0.1105269382264373,11.732333924214597,0.6102474599479821,0.6102474599479821,0,0,,,,forecast_only
electricity,NFGA-LINEAR,linear,88,injected_5pct,42,7,0.7958329449993471,6.647278578817523e-05,1904,40,0.5157666271278388,0.4279732915635018,0.2894533384253936,0.1428571428570909,,,,,,2,5,0.4,1.0,0.5714285714285714,applicable
electricity,NFGA-LINEAR,linear,88,injected_10pct,42,7,0.7958329449993471,6.746283333129776e-05,1904,40,0.5157666271278388,0.4279732915635018,0.3238991126394048,0.14285714285707923,,,,,,4,9,0.4444444444444444,1.0,0.6153846153846154,applicable
electricity,NFGA-LINEAR,linear,88,proxy_robust_z,42,7,0.7958329449993471,6.389414284058148e-05,1904,40,0.5157666271278388,0.4279732915635018,0.2641092138885136,0.14285714285709913,,,,,,0,0,,,,not_applicable_no_positive_reference
electricity,NFGA-LINEAR,linear,99,forecast_original,42,8,0.802240811000047,0.0002589884761402486,2176,40,0.5242544565308849,0.4279732915635018,0.20191224203174293,0.12499999999997333,0.1517889422514056,0.11557882786176739,12.2118387597714,0.5736969508518928,0.5736969508518928,0,0,,,,forecast_only
electricity,NFGA-LINEAR,linear,99,injected_5pct,42,8,0.802240811000047,7.065016663026264e-05,2176,40,0.5242544565308849,0.4279732915635018,0.225109425174228,0.12499999999996927,,,,,,2,4,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,99,injected_10pct,42,8,0.802240811000047,7.82774761882181e-05,2176,40,0.5242544565308849,0.4279732915635018,0.25787488920206886,0.12499999999996415,,,,,,4,8,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,99,proxy_robust_z,42,8,0.802240811000047,6.791364291659972e-05,2176,40,0.5242544565308849,0.4279732915635018,0.20191224203174293,0.12499999999997333,,,,,,0,0,,,,not_applicable_no_positive_reference
electricity,NFGA-LINEAR,linear,110,forecast_original,42,8,0.7790631590005432,7.463280954176472e-05,2176,40,0.5282178394019194,0.4279732915635018,0.16847523187822921,0.12499999999997706,0.14951164293457964,0.11440389712338,12.330371035933876,0.5863926978984659,0.5863926978984659,0,0,,,,forecast_only
electricity,NFGA-LINEAR,linear,110,injected_5pct,42,8,0.7790631590005432,6.910185716367865e-05,2176,40,0.5282178394019194,0.4279732915635018,0.17095053179288963,0.12499999999997582,,,,,,2,4,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,110,injected_10pct,42,8,0.7790631590005432,6.299688108074839e-05,2176,40,0.5282178394019194,0.4279732915635018,0.18671342209688643,0.12499999999997025,,,,,,4,9,0.4444444444444444,1.0,0.6153846153846154,applicable
electricity,NFGA-LINEAR,linear,110,proxy_robust_z,42,8,0.7790631590005432,0.00011256569054499519,2176,40,0.5282178394019194,0.4279732915635018,0.16847523187822921,0.12499999999997706,,,,,,0,0,,,,not_applicable_no_positive_reference
