dataset,config_id,factor,level,seed,window_size,K_min,K_max,population_size,maximum_generations,crossover_probability,center_mutation_probability,sigma_mutation_probability,consequent_mutation_probability,lambda_rules,lambda_weights,K_selected,generations_ran,training_time_sec,inference_latency_sec,model_size_bytes,RMSE,MAE,sMAPE,R2,R2_manual
ilinet,mutation_probability__high_0.45,mutation_probability,high_0.45,88,24,2,8,25,40,0.9,0.45,0.45,0.45,0.005,1e-06,8,40,0.9649515219998648,6.704119228883288e-05,3200,0.42746335672057895,0.25960143478432596,7.8398808124553,0.9505753651017661,0.9505753651017661
ilinet,mutation_probability__high_0.45,mutation_probability,high_0.45,99,24,2,8,25,40,0.9,0.45,0.45,0.45,0.005,1e-06,8,40,0.9308476380001593,7.454076918433062e-05,3200,0.4512956332571638,0.2767722563066901,9.093981597418823,0.9449106118574511,0.9449106118574511
ilinet,mutation_probability__high_0.45,mutation_probability,high_0.45,110,24,2,8,25,40,0.9,0.45,0.45,0.45,0.005,1e-06,8,34,0.7920087820002664,7.405315383179046e-05,3200,0.44612068618829803,0.27435078113370603,8.222547819311139,0.9461667735962369,0.9461667735962369
ilinet,crossover_probability__0.70,crossover_probability,0.70,11,24,2,8,25,40,0.7,0.25,0.25,0.3,0.005,1e-06,7,40,1.0453831550003088,6.890663465898027e-05,2800,0.45003887486326416,0.2555608698536678,6.89557423907738,0.9452170081312831,0.9452170081312831
ilinet,crossover_probability__0.70,crossover_probability,0.70,22,24,2,8,25,40,0.7,0.25,0.25,0.3,0.005,1e-06,7,24,0.5527596550000453,6.741384612933661e-05,2800,0.45001869901833275,0.24717312455722112,6.846889254082765,0.9452219200108325,0.9452219200108325
ilinet,crossover_probability__0.70,crossover_probability,0.70,33,24,2,8,25,40,0.7,0.25,0.25,0.3,0.005,1e-06,3,40,0.8836331259999497,7.164744229507611e-05,1200,0.4476647312930208,0.2552932335792396,7.093509364584191,0.9457934899757218,0.9457934899757218
ilinet,crossover_probability__0.70,crossover_probability,0.70,44,24,2,8,25,40,0.7,0.25,0.25,0.3,0.005,1e-06,4,40,0.9393270580003446,7.68148653465827e-05,1600,0.4495219129222873,0.2713115877718999,8.187686429423053,0.9453427948457712,0.9453427948457712
ilinet,crossover_probability__0.70,crossover_probability,0.70,55,24,2,8,25,40,0.7,0.25,0.25,0.3,0.005,1e-06,7,40,0.9543889349997698,7.493621148149451e-05,2800,0.4546017020863207,0.28372342480811286,8.968355091179763,0.9441005157238844,0.9441005157238844
ilinet,crossover_probability__0.70,crossover_probability,0.70,66,24,2,8,25,40,0.7,0.25,0.25,0.3,0.005,1e-06,7,40,1.1628423070005738,0.00010023736537662514,2800,0.44513437752868384,0.2702074623576776,8.907175318675693,0.9464045455042164,0.9464045455042164
ilinet,crossover_probability__0.70,crossover_probability,0.70,77,24,2,8,25,40,0.7,0.25,0.25,0.3,0.005,1e-06,8,40,1.1970054980001805,0.00013383682697237347,3200,0.4267887049074082,0.2521259552894639,7.682522806852006,0.9507312526453763,0.9507312526453763
ilinet,crossover_probability__0.70,crossover_probability,0.70,88,24,2,8,25,40,0.7,0.25,0.25,0.3,0.005,1e-06,7,40,1.2342971250000119,0.00010761842311414791,2800,0.43835103276358584,0.2499712486742799,6.724403752503877,0.9480255676910139,0.9480255676910139
ilinet,crossover_probability__0.70,crossover_probability,0.70,99,24,2,8,25,40,0.7,0.25,0.25,0.3,0.005,1e-06,4,40,1.2611324600002263,0.00010751748074583772,1600,0.4894260092758691,0.2998782127851905,9.187624513078044,0.9352082401257027,0.9352082401257027
ilinet,crossover_probability__0.70,crossover_probability,0.70,110,24,2,8,25,40,0.7,0.25,0.25,0.3,0.005,1e-06,6,40,1.1428907139998046,6.213409610959039e-05,2400,0.4227547586837135,0.2472190575309811,7.352196940475647,0.9516582134978947,0.9516582134978947
ilinet,ga_budget__small_15x20,ga_budget,small_15x20,11,24,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,7,20,0.2677079200002481,8.167898078262134e-05,2800,0.4491193165166552,0.2539036932839014,7.2043313368947555,0.9454406541039996,0.9454406541039996
ilinet,ga_budget__small_15x20,ga_budget,small_15x20,22,24,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,6,20,0.2708636449997357,6.776603852533578e-05,2400,0.45643195973185724,0.2675155106142355,7.424012583909429,0.9436494993177846,0.9436494993177846
ilinet,ga_budget__small_15x20,ga_budget,small_15x20,33,24,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,7,20,0.2676411400007055,6.742836537271684e-05,2800,0.44151536084350085,0.2628531768320222,7.735739633606989,0.9472724828224549,0.9472724828224549
ilinet,ga_budget__small_15x20,ga_budget,small_15x20,44,24,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,6,20,0.2763063130005321,6.61704231193793e-05,2400,0.4794691424788458,0.3081770394772236,9.126349268276824,0.9378176672123082,0.9378176672123082
ilinet,ga_budget__small_15x20,ga_budget,small_15x20,55,24,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,3,20,0.2811745069993776,7.287538458583115e-05,1200,0.4591534806296058,0.29279374067001196,11.351591077510143,0.9429755049961539,0.9429755049961539
ilinet,ga_budget__small_15x20,ga_budget,small_15x20,66,24,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,4,20,0.25359867900078825,7.187299998944442e-05,1600,0.4634127710655977,0.28786322515808055,7.861953094770928,0.9419126341249484,0.9419126341249484
ilinet,ga_budget__small_15x20,ga_budget,small_15x20,77,24,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,7,20,0.2723320959994453,7.029646161964383e-05,2800,0.4731682348978372,0.2821638769213503,8.476043528930587,0.9394412573822831,0.9394412573822831
ilinet,ga_budget__small_15x20,ga_budget,small_15x20,88,24,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,5,20,0.29710329999943497,6.703905775723867e-05,2000,0.44845688871247513,0.272346015362961,8.722705814395686,0.945601479848312,0.945601479848312
ilinet,ga_budget__small_15x20,ga_budget,small_15x20,99,24,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,8,20,0.28309862400055863,7.363348081176249e-05,3200,0.44328586619863125,0.253954993991583,7.093341303015752,0.9468487533745734,0.9468487533745734
ilinet,ga_budget__small_15x20,ga_budget,small_15x20,110,24,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,8,20,0.2701367809995645,7.323996158867466e-05,3200,0.46162246556185876,0.27756731442492766,7.4307479170406925,0.942360585742647,0.942360585742647
ilinet,ga_budget__large_40x60,ga_budget,large_40x60,11,24,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,7,60,2.222519594000005,0.00010435755757498555,2800,0.46537395992907205,0.28793884737594716,8.668591136039902,0.9414199357759481,0.9414199357759481
ilinet,ga_budget__large_40x60,ga_budget,large_40x60,22,24,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,3,60,2.125808796000456,0.00013433307698016087,1200,0.46938477279280755,0.26009845514109275,7.114570352241259,0.940405843169109,0.940405843169109
ilinet,ga_budget__large_40x60,ga_budget,large_40x60,33,24,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,8,53,1.8923360789995058,6.394588472875721e-05,3200,0.4416627073591424,0.24614896738024813,6.715818248473597,0.9472372835382155,0.9472372835382155
ilinet,ga_budget__large_40x60,ga_budget,large_40x60,44,24,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,6,55,2.596478512000431,0.00011858784621556249,2400,0.4705595775909483,0.27692291190010604,8.322137172551148,0.940107158081845,0.940107158081845
ilinet,ga_budget__large_40x60,ga_budget,large_40x60,55,24,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,8,53,2.6833118980002837,0.00011507874997872792,3200,0.4553452245713854,0.27957839409560414,8.919162219361338,0.9439175137157362,0.9439175137157362
ilinet,ga_budget__large_40x60,ga_budget,large_40x60,66,24,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,7,60,2.3631388170006176,6.814340375827809e-05,2800,0.4336501279315835,0.25375391815258375,7.392242550442775,0.9491343446906887,0.9491343446906887
ilinet,ga_budget__large_40x60,ga_budget,large_40x60,77,24,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,5,37,1.3412917839996226,7.38075768647552e-05,2000,0.4623534939874004,0.2695522463425679,8.279541420422863,0.9421778848696817,0.9421778848696817
ilinet,ga_budget__large_40x60,ga_budget,large_40x60,88,24,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,7,60,2.259009094999783,7.111703847001011e-05,2800,0.4295230843405374,0.23865975459720115,6.2675379503794995,0.9500979134175189,0.9500979134175189
ilinet,ga_budget__large_40x60,ga_budget,large_40x60,99,24,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,7,60,2.2638762799997494,7.61285385019269e-05,2800,0.4668795230867809,0.2650267687976022,7.6252799945546155,0.941040289906109,0.941040289906109
ilinet,ga_budget__large_40x60,ga_budget,large_40x60,110,24,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,7,44,1.6475432279994493,7.314490393092946e-05,2800,0.42765169100091793,0.2481990786352748,7.353038778520031,0.9505318039241248,0.9505318039241248
electricity,baseline,baseline,reference,11,16,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.0143667469992579,0.00010337500006720628,2176,0.14579333924643512,0.11105972542334397,11.953234861131321,0.6067094275371413,0.6067094275371413
electricity,baseline,baseline,reference,22,16,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,40,1.1447189789996628,9.867838103413565e-05,1632,0.15151569732383774,0.12200053571770014,12.631504444411345,0.575230399835738,0.575230399835738
electricity,baseline,baseline,reference,33,16,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,7,40,1.240402301999893,0.0001057325236962199,1904,0.14528851513542915,0.11237891254144479,12.023876359942918,0.6094283285216484,0.6094283285216484
electricity,baseline,baseline,reference,44,16,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.149563940999542,9.45788809163094e-05,2176,0.1441728283335275,0.10941843270466377,11.560263583141694,0.6154037843293199,0.6154037843293199
electricity,baseline,baseline,reference,55,16,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.214146384999367,0.00013166769054978865,2176,0.14731534383546244,0.11186869294228546,12.0463572120116,0.5984550787520739,0.5984550787520739
electricity,baseline,baseline,reference,66,16,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,40,0.8701444070002253,6.310402369265267e-05,1632,0.15230641273439824,0.11455019796634498,12.217168356670362,0.570785338598059,0.570785338598059
electricity,baseline,baseline,reference,77,16,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,40,0.8347279720001097,6.624497620491421e-05,1632,0.14580407850618732,0.1121498343934623,12.080830500979998,0.6066514851757634,0.6066514851757634
electricity,baseline,baseline,reference,88,16,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,7,40,0.8336070420000397,6.708150000295496e-05,1904,0.14513608107292283,0.1105269382264373,11.732333924214597,0.6102474599479821,0.6102474599479821
electricity,baseline,baseline,reference,99,16,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8661109889999352,6.680821429870862e-05,2176,0.1517889422514056,0.11557882786176739,12.2118387597714,0.5736969508518928,0.5736969508518928
electricity,baseline,baseline,reference,110,16,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8382842629998777,7.44177380814411e-05,2176,0.14951164293457964,0.11440389712338,12.330371035933876,0.5863926978984659,0.5863926978984659
electricity,K_max__4,K_max,4,11,16,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.8173992590000125,6.571473810860577e-05,1088,0.14979476672535721,0.1098964179587674,11.665351748047081,0.5848247538835815,0.5848247538835815
electricity,K_max__4,K_max,4,22,16,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.8085059629993339,7.594847624031467e-05,1088,0.1510956281404604,0.11678995560115184,12.543455478915483,0.5775824369481383,0.5775824369481383
electricity,K_max__4,K_max,4,33,16,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,31,0.6024517890000425,7.095823812484187e-05,1088,0.14909557218115332,0.11557448619175306,12.372626120275088,0.5886915215476802,0.5886915215476802
electricity,K_max__4,K_max,4,44,16,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,3,40,0.7870799060001445,6.246361904448436e-05,816,0.15345837165515536,0.12120790342585186,12.621405675675105,0.5642681149097386,0.5642681149097386
electricity,K_max__4,K_max,4,55,16,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.7893380719997367,6.984319038781992e-05,1088,0.1483178631261978,0.11879825399462283,12.591349042392066,0.5929712469914868,0.5929712469914868
electricity,K_max__4,K_max,4,66,16,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.8158910499996637,8.72540714616272e-05,1088,0.14405482398858344,0.11250204922823903,12.120326805256033,0.6160331047329775,0.6160331047329775
electricity,K_max__4,K_max,4,77,16,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,3,40,0.7961989720006386,6.929442856961119e-05,816,0.15457484321756543,0.11732631631427595,12.577550841893595,0.5579048004731662,0.5579048004731662
electricity,K_max__4,K_max,4,88,16,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,1.0180343109996102,0.00012162045240551205,1088,0.15165270293492636,0.11819668920180955,12.428571093435984,0.5744618704888368,0.5744618704888368
electricity,K_max__4,K_max,4,99,16,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,1.0784180949995061,0.000102189357156541,1088,0.15051962217787382,0.11451698239629032,12.281551907541848,0.5807969740708412,0.5807969740708412
electricity,K_max__4,K_max,4,110,16,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,1.0879605180007275,0.00010210990480378055,1088,0.15417726306733515,0.11512808611488705,12.31462984975903,0.5601760915374101,0.5601760915374101
electricity,K_max__12,K_max,12,11,16,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.169202373999724,0.00012698769047520252,2176,0.1462882275604666,0.10979353794174421,11.47138101255397,0.6040348849462867,0.6040348849462867
electricity,K_max__12,K_max,12,22,16,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.2222743060001449,6.471271429594101e-05,2176,0.1529020454333518,0.11713882876172932,12.341696873794227,0.5674216694926533,0.5674216694926533
electricity,K_max__12,K_max,12,33,16,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,11,40,0.8120999759994447,6.168497616055815e-05,2992,0.15273926226702098,0.11281781578775295,12.023480621573485,0.568342245624899,0.568342245624899
electricity,K_max__12,K_max,12,44,16,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,7,40,0.8198560070004532,6.757440474930696e-05,1904,0.15067102440783364,0.11427028954752257,12.347522363927633,0.5799532276910676,0.5799532276910676
electricity,K_max__12,K_max,12,55,16,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8283054980001907,6.640273813034236e-05,2176,0.14615950401906377,0.11497344919334689,12.426915821636312,0.6047314222914526,0.6047314222914526
electricity,K_max__12,K_max,12,66,16,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8566845929999545,6.87723572160134e-05,2176,0.15474808720221225,0.11269495169583452,12.10840263807847,0.5569132645580037,0.5569132645580037
electricity,K_max__12,K_max,12,77,16,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,11,40,0.860477076999814,7.033552388488065e-05,2992,0.15413287941889356,0.1206319563216815,12.750432423833496,0.5604292829554824,0.5604292829554824
electricity,K_max__12,K_max,12,88,16,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.8683810849997826,6.867904758543037e-05,1088,0.15279559332261056,0.11424594743182771,12.355784769065876,0.568023791541997,0.568023791541997
electricity,K_max__12,K_max,12,99,16,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,12,40,0.8925986399999601,6.329264293266792e-05,3264,0.15600048414950346,0.11950303421632709,12.354720168397128,0.5497123225922311,0.5497123225922311
electricity,K_max__12,K_max,12,110,16,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,40,0.8720128330005537,6.29562855681884e-05,1632,0.15218127695300096,0.11569768488025234,12.485987541039508,0.5714903390877557,0.5714903390877557
electricity,window_size__half,window_size,half,11,8,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,5,32,0.6409393419999105,7.92578572102121e-05,720,0.1488940428177723,0.118444811156786,12.422265191896154,0.5898026841901092,0.5898026841901092
electricity,window_size__half,window_size,half,22,8,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8225244189998193,7.342683327459825e-05,1152,0.1452852066766672,0.1142479573136064,11.905973975269253,0.6094461162394843,0.6094461162394843
electricity,window_size__half,window_size,half,33,8,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,7,40,0.7744898989994908,6.599338099650118e-05,1008,0.14858715524928595,0.119704001305966,12.84870412529528,0.5914918683021416,0.5914918683021416
electricity,window_size__half,window_size,half,44,8,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,5,40,0.8047104139996009,0.00013494807147989852,720,0.14788324425449517,0.12064279466384994,12.812708753016095,0.5953532013067695,0.5953532013067695
electricity,window_size__half,window_size,half,55,8,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.0621215319997646,9.88436904230011e-05,1152,0.14126969622150756,0.11127146087134535,11.529737001650158,0.6307366610254084,0.6307366610254084
electricity,window_size__half,window_size,half,66,8,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,40,1.0743418190004377,0.00011581695237813013,864,0.13992633570521318,0.11102457683471414,11.612815359522324,0.6377260616937086,0.6377260616937086
electricity,window_size__half,window_size,half,77,8,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.0817771369993352,0.00010028876186836333,1152,0.14883002461996644,0.11919092609601548,12.440682027237884,0.5901553436657528,0.5901553436657528
electricity,window_size__half,window_size,half,88,8,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.101131264000287,0.00010579904756014002,1152,0.14597390079776837,0.11769623951233354,12.30526471998344,0.6057346624305806,0.6057346624305806
electricity,window_size__half,window_size,half,99,8,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.0235439030002453,6.574573812724252e-05,1152,0.14558056575257367,0.11658809434540116,12.21707737251441,0.6078565409272101,0.6078565409272101
electricity,window_size__half,window_size,half,110,8,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,7,40,0.7841309720006393,6.37090238558899e-05,1008,0.13540017746288302,0.10658997961458676,10.94094181678497,0.6607837592397003,0.6607837592397003
electricity,window_size__one_point_five,window_size,one_point_five,11,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,40,0.8572161949996371,7.504169053347487e-05,2400,0.14322721305397196,0.11115895173962259,11.814836489447135,0.6204322961713239,0.6204322961713239
electricity,window_size__one_point_five,window_size,one_point_five,22,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8334459939997032,0.00012599883330906216,3200,0.14237073611914142,0.10917836461349838,11.494070898934265,0.6249582375664473,0.6249582375664473
electricity,window_size__one_point_five,window_size,one_point_five,33,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.8201277459993435,7.701595235890377e-05,1600,0.14477271177910087,0.11514701491141861,12.409318843262957,0.6121966212581493,0.6121966212581493
electricity,window_size__one_point_five,window_size,one_point_five,44,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8495861850005895,6.81484286057336e-05,3200,0.14773546365043974,0.11558209636273671,12.466676491398905,0.5961615291186082,0.5961615291186082
electricity,window_size__one_point_five,window_size,one_point_five,55,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8403778279998733,6.724847617078922e-05,3200,0.1442044565389302,0.11422859467199978,12.328007471424659,0.6152350226769663,0.6152350226769663
electricity,window_size__one_point_five,window_size,one_point_five,66,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,7,40,0.8595058729997618,6.84895953132322e-05,2800,0.13469988879911055,0.10430937748198203,11.416684605003928,0.6642835328866419,0.6642835328866419
electricity,window_size__one_point_five,window_size,one_point_five,77,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8600117189998855,7.055826182251968e-05,3200,0.13762661303583631,0.1033598654806811,10.878132496553812,0.6495363223230559,0.6495363223230559
electricity,window_size__one_point_five,window_size,one_point_five,88,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,7,40,0.8112136930003544,6.72852619399713e-05,2800,0.13200634927665558,0.10466401568606995,10.879714501129964,0.6775756664278905,0.6775756664278905
electricity,window_size__one_point_five,window_size,one_point_five,99,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.8203365570007009,6.344680960388533e-05,1600,0.1462929894687711,0.11297256206260102,11.783763815494334,0.6040091059715886,0.6040091059715886
electricity,window_size__one_point_five,window_size,one_point_five,110,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8284301610001421,6.667619048866549e-05,3200,0.15128903147440007,0.11531713725168048,12.348894628950775,0.5765003506915869,0.5765003506915869
electricity,lambda_rules__0,lambda_rules,0,11,16,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,32,0.7344676370003071,9.511369045780849e-05,2176,0.152983702330243,0.11749755247325973,12.622267821969018,0.566959511696062,0.566959511696062
electricity,lambda_rules__0,lambda_rules,0,22,16,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,1.1299604639998506,9.417400007718935e-05,2176,0.15032180690562155,0.11425334447976805,11.773995197560417,0.5818980965555636,0.5818980965555636
electricity,lambda_rules__0,lambda_rules,0,33,16,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,1.1412708019997808,0.00010623497614471402,2176,0.14838530549966272,0.11598764732264699,12.014772973010441,0.5926009985833516,0.5926009985833516
electricity,lambda_rules__0,lambda_rules,0,44,16,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,1.129879045999587,9.853333336823631e-05,2176,0.15209969985428604,0.11645656353422144,12.35431432267751,0.5719496229935674,0.5719496229935674
electricity,lambda_rules__0,lambda_rules,0,55,16,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,1.206067277999864,0.00012597478577109066,2176,0.1511292403208389,0.11855962539691707,12.67933295657031,0.5773944771142449,0.5773944771142449
electricity,lambda_rules__0,lambda_rules,0,66,16,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,0.9001974760003577,6.658261898857225e-05,2176,0.14516431858232992,0.10950331321664458,11.749643703760505,0.6100957855806266,0.6100957855806266
electricity,lambda_rules__0,lambda_rules,0,77,16,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,0.7881510850002087,0.00012969200001645645,2176,0.14561172789850238,0.11581782369880875,12.256959857525684,0.6076886429731309,0.6076886429731309
electricity,lambda_rules__0,lambda_rules,0,88,16,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,0.7985831210007746,8.986726195525123e-05,2176,0.15010796078323554,0.11635132420557225,12.315719420087053,0.5830868246076811,0.5830868246076811
electricity,lambda_rules__0,lambda_rules,0,99,16,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,4,40,0.8372987050006486,6.62703807955993e-05,1088,0.1466633070234037,0.10964206510170825,11.891440622521717,0.6020017920045053,0.6020017920045053
electricity,lambda_rules__0,lambda_rules,0,110,16,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,0.8104361630003041,7.703871428280504e-05,2176,0.1504279555118901,0.11481869104380776,12.288044672118922,0.5813074090848205,0.5813074090848205
electricity,lambda_rules__0.02,lambda_rules,0.02,11,16,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,5,40,0.8015550600002825,6.125188102010899e-05,1360,0.13827390738266215,0.10513596886645091,11.04727044953815,0.6462319231592686,0.6462319231592686
electricity,lambda_rules__0.02,lambda_rules,0.02,22,16,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,2,40,0.789454902000216,7.687097630488487e-05,544,0.14409336136814418,0.11083471986072573,11.967221427830415,0.6158276404962308,0.6158276404962308
electricity,lambda_rules__0.02,lambda_rules,0.02,33,16,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,3,40,0.7828681199998755,6.388561896961793e-05,816,0.1506501959077265,0.11466403596613939,12.319395213995067,0.5800693527331189,0.5800693527331189
electricity,lambda_rules__0.02,lambda_rules,0.02,44,16,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,2,40,0.7868690069999502,7.445585714820135e-05,544,0.15904440197460734,0.11857427360058131,12.438462360024994,0.5319686494737657,0.5319686494737657
electricity,lambda_rules__0.02,lambda_rules,0.02,55,16,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,3,40,0.7792801169998711,7.031635712857158e-05,816,0.1472667444631752,0.11318513619591933,11.968603503130016,0.598719974609297,0.598719974609297
electricity,lambda_rules__0.02,lambda_rules,0.02,66,16,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,2,40,0.7573362610000913,6.645771426996188e-05,544,0.15312861465424393,0.11714266870205475,12.52424093621059,0.566138736363408,0.566138736363408
electricity,lambda_rules__0.02,lambda_rules,0.02,77,16,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,5,34,0.6892298169996138,6.08271190599009e-05,1360,0.15170378050137123,0.11341354878490033,12.052584311789346,0.5741751744790534,0.5741751744790534
electricity,lambda_rules__0.02,lambda_rules,0.02,88,16,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,2,34,0.7017076889997043,0.00013148278566448078,544,0.15534253549439972,0.12262353996438885,13.129093458192326,0.5535025852482345,0.5535025852482345
electricity,lambda_rules__0.02,lambda_rules,0.02,99,16,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,2,40,1.1316582549998202,9.717961897660557e-05,544,0.15661400084495403,0.12424178383470051,13.086418329855732,0.5461635869163268,0.5461635869163268
electricity,lambda_rules__0.02,lambda_rules,0.02,110,16,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,4,40,1.1520716149998407,9.866538080348706e-05,1088,0.15649934461452514,0.12088057908220172,12.909798211696256,0.5468278458554534,0.5468278458554534
electricity,mutation_probability__low_0.15,mutation_probability,low_0.15,11,16,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,8,40,1.0626634210002521,0.00010101480960483535,2176,0.14671327196374107,0.11188910438343948,11.979378800798768,0.6017305674634386,0.6017305674634386
electricity,mutation_probability__low_0.15,mutation_probability,low_0.15,22,16,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,8,40,1.1099252630001502,0.00014879085721899866,2176,0.14892763562943834,0.11623957952568079,12.253051633106539,0.5896175695223858,0.5896175695223858
electricity,mutation_probability__low_0.15,mutation_probability,low_0.15,33,16,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,6,40,1.0084724570006074,6.652373810668775e-05,1632,0.1570087866036994,0.12091689048471534,12.94994143831677,0.5438726809774028,0.5438726809774028
